Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,pattern_counts,label
89,89,89,89,Tue Feb 13 20:52:23 +0000 2024,1757508034757275858,gus dur khianat megawati pilpres duet mega pro mega presiden - pas wakil kalah deal milu lanjut pas presiden mega wakil hasil gagal mega melaunching calon sendiri,0,0,0,0,in,1349990909388095490,1757263300772147344,thesupperbangka,https://twitter.com/thesupperbangka/status/1757508034757275858,{},marah
90,90,90,90,Tue Feb 13 20:51:28 +0000 2024,1757507804913705015,kali milu pilih pak jokowi tahun pilih pak prabowo moga tahun tahun bapak jadi presiden pak amin bismillah tangan diangkat dan dirapatkan bersama isyarat kemenangan,0,0,0,0,in,441479679,1757507804913705015,monnaonaa,https://twitter.com/monnaonaa/status/1757507804913705015,{},senang
91,91,91,91,Tue Feb 13 20:44:32 +0000 2024,1757506061047828561,jelang milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden lebih kampanye akhir jis,0,0,0,1,in,1659181924152393728,1757506061047828561,vanqirtowl,https://twitter.com/vanqirtowl/status/1757506061047828561,{},senang
92,92,92,92,Tue Feb 13 20:40:41 +0000 2024,1757505091282903421,enggak sangka ajahh wajah tersenyum lebar bermata hati wajah tersenyum dengan mata bahagia wajah gembira dengan mata bahagia tertawa terbahak-bahak wajah memberikan ciuman jauh wajah memberikan ciuman jauh wajah memberikan ciuman jauh milu pas milad quahaiii,0,0,0,1,in,1448298814977110019,1757505091282903421,DatukMaharaja,https://twitter.com/DatukMaharaja/status/1757505091282903421,{},senang
93,93,93,93,Tue Feb 13 20:38:18 +0000 2024,1757504493795803390,wilayah merah obrol sama warga tanya kalau milu pilih siapa wilayah merah jelas pilih pdip te- kalau presiden kejut jadi nyata pilih prabowo bukan ganjar,0,1,0,0,in,276418841,1757502713234137454,Putra_Adi_YM,https://twitter.com/Putra_Adi_YM/status/1757504493795803390,{'3': 1},senang
94,94,94,94,Tue Feb 13 20:37:30 +0000 2024,1757504289298387227,kalo presiden punya etika keluar pres nya jangan pas jelang milu donk nyebokin mulu,0,0,0,0,in,1213830480665010177,1757276142309093669,ShelbyNeutral,https://twitter.com/ShelbyNeutral/status/1757504289298387227,{},marah
95,95,95,95,Tue Feb 13 20:34:47 +0000 2024,1757503608902611436,siapa pilih presiden-wakil presiden milu kali moga indonesia jadi negara lebih maju sejahtera amp senantiasa damai,0,1,0,1,in,1058980665788575744,1757503608902611436,culiculiii,https://twitter.com/culiculiii/status/1757503608902611436,{},senang
96,96,96,96,Tue Feb 13 20:32:25 +0000 2024,1757503011679785142,jelang milu pasang anies-gus imin amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1711784934598475776,1757503011679785142,mdnim2311,https://twitter.com/mdnim2311/status/1757503011679785142,{},senang
97,97,97,97,Tue Feb 13 20:31:48 +0000 2024,1757502855802708242,kalo misal amitamit milu jadi curang massa turun x lipat lebih banyak kawal te- amin presiden,0,0,0,0,in,1743465383129169920,1757228805373260081,Parkjiisoeng,https://twitter.com/Parkjiisoeng/status/1757502855802708242,{},netral
99,99,99,99,Tue Feb 13 20:29:57 +0000 2024,1757502389383508010,nepotisme nya memang pak jokowi jadi kaesang ketua psi memang jokowi jadi gibran presiden milu nepotisme batas makan sama,0,1,0,0,in,1737643589826662400,1757381619365859837,KecewaBeratDek,https://twitter.com/KecewaBeratDek/status/1757502389383508010,{},netral
100,100,100,100,Tue Feb 13 20:11:01 +0000 2024,1757497625358807248,milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden,0,0,0,0,in,1637126865948413952,1757497625358807248,Haikal_Baihaq11,https://twitter.com/Haikal_Baihaq11/status/1757497625358807248,{},marah
101,101,101,101,Tue Feb 13 20:06:05 +0000 2024,1757496384243249494,iya tau dinamis enggak pas mepet milu tuh kayak jokowi nyata bikin atur kalau presiden lupa ikut kampanye milu,0,2,0,3,in,2757470613,1757381619365859837,karinasayurus,https://twitter.com/karinasayurus/status/1757496384243249494,{},senang
102,102,102,102,Tue Feb 13 20:02:50 +0000 2024,1757495567662616602,benar kata orang luar cuma indonesia milu tahu siapa presiden nya wkwkwkwkwk wajah menangis keras,0,0,0,1,in,873822484608409600,1756692453208551850,crynptr25,https://twitter.com/crynptr25/status/1757495567662616602,{},senang
103,103,103,103,Tue Feb 13 19:52:24 +0000 2024,1757492943026581965,masa sekolah rajin sering travelling sama baca pilih presiden program jelek macam makan siang gratis sama susu gratis kan sia sia tahu program kok tujuaannya pelihara miskin hilang suara grassroot buat milu lanjut,1,0,1,2,in,734515045300867072,1757335827011785141,Anantya224,https://twitter.com/Anantya224/status/1757492943026581965,{},marah
104,104,104,104,Tue Feb 13 19:45:14 +0000 2024,1757491137772929181,yakin menang ragu jangan abai gelombang protes masyarakat atas apa jadi proses calon presiden amp wapres kalian enggak yakin prabowo mau bagi kuasa calon diri milu,0,2,0,7,in,1399713117295108100,1757384230655701105,snmblex,https://twitter.com/snmblex/status/1757491137772929181,{},senang
105,105,105,105,Tue Feb 13 19:43:54 +0000 2024,1757490802669084985,paslon amin the next presiden jelang milu besok pasang amin optimis raih menang kampanye akbar kemarin jis luar biasa padat tak tanding,0,0,1,1,in,1604828322076119040,1757490802669084985,aliidris22,https://twitter.com/aliidris22/status/1757490802669084985,{},marah
106,106,106,106,Tue Feb 13 19:40:41 +0000 2024,1757489994229547016,ra nyoblos mergo ra erti aksese neng rantau pas taun ngrantau rapatio gagascah nom og senenge nyekel ditperdana nyoblos neng rantau erti iso nyoblos neng presiden tok perdana nyoblos neng solo ndelalahe rabi pas pemilumergo libur genah nyoblos,0,0,0,0,in,142729519,1757197518524555454,SgtWhyPrnm,https://twitter.com/SgtWhyPrnm/status/1757489994229547016,{},netral
107,107,107,107,Tue Feb 13 19:37:59 +0000 2024,1757489314521563602,tahun waktu sangat cukup ubah uud waktu sangat cukup mengacak-acak hukum konstitusi bukti sama bapak presiden paman mk jasmerah be wise siapa tau milu akhir,0,0,0,0,in,1416661439708766211,1757489314521563602,7uni_verse,https://twitter.com/7uni_verse/status/1757489314521563602,{},marah
108,108,108,108,Tue Feb 13 19:36:54 +0000 2024,1757489040516071745,presiden bem fisip unair sebut filem dirty vote ungkap sisi gelap milu jadi bukan spekulasi semata tiga ahli bantu coba jelas bagaimana rentetan-rentetan curang bobrok jadi,0,0,1,4,in,1460142601449840652,1757489040516071745,Simanjunta9Nico,https://twitter.com/Simanjunta9Nico/status/1757489040516071745,{},marah
109,109,109,109,Tue Feb 13 19:25:52 +0000 2024,1757486262574100891,juta hadir kampanye amin jis makin mantap amin menang milu presiden,0,0,0,0,in,1643724938828988416,1757486262574100891,Pratamadwi01,https://twitter.com/Pratamadwi01/status/1757486262574100891,{},marah
110,110,110,110,Tue Feb 13 19:18:48 +0000 2024,1757484483660628007,jaman beliau anak presiden ikut milu,0,0,0,0,in,2570868200,1757381619365859837,aliadam88,https://twitter.com/aliadam88/status/1757484483660628007,{},marah
111,111,111,111,Tue Feb 13 19:15:55 +0000 2024,1757483760407523494,bapak tandain wajah bikin malu anak turun salah satu hakim rubah konstitusi lolos gibran anak presiden aktif jadi cawapres cetus nepotisme milu -ak demokrasi ingat ingat ingaat,0,0,0,0,in,2148566490,1757483760407523494,sultan_ied,https://twitter.com/sultan_ied/status/1757483760407523494,{},senang
112,112,112,112,Tue Feb 13 19:14:56 +0000 2024,1757483514021523923,finally hari milu presiden x milu belum pilih pak prabowo tahun niat nyoblos tiga kali berat sama cawapresnya akhir masa kampanye punya pilih akhir pilih jatuh menang,0,0,0,2,in,998610644,1757483514021523923,richarderbachan,https://twitter.com/richarderbachan/status/1757483514021523923,{},netral
113,113,113,113,Tue Feb 13 19:08:22 +0000 2024,1757481861495013880,edisi milu pilih presiden mungkin memang beda moga pilih hati sama melipat tangan isyarat kemenangan,0,0,0,0,in,273789794,1757481861495013880,RzkyAmnd,https://twitter.com/RzkyAmnd/status/1757481861495013880,{},marah
114,114,114,114,Tue Feb 13 19:05:52 +0000 2024,1757481230508114393,wooyyy lah gblk jelasin apa kalo begini cara nya enggak usah pakai milu langsung tunjuk keluarga jkw jadi presiden te- cucu nya jangan etes buang duit negara cape gua bayar pajak orang kpu nya begini,0,0,0,0,in,1675926105642106880,1757381216888578383,justthecouple,https://twitter.com/justthecouple/status/1757481230508114393,{},marah
115,115,115,115,Tue Feb 13 19:01:06 +0000 2024,1757480029439897610,tarik milu kali prabowo lantik anak jokowi jadi wapres tentang calon pdi-p partai presiden jokowi,0,0,0,0,in,132819494,1757270772094234908,SukerStill,https://twitter.com/SukerStill/status/1757480029439897610,{},senang
116,116,116,116,Tue Feb 13 18:59:39 +0000 2024,1757479664598269978,jlng milu gelar besok rabu februari psngn anies-gus imin amin optmils mmnngkn pmilihn presiden amp wakil presiden terlbh kmpnye akhir jis juta orang ikut hdr temu akbar paslon amin,0,0,1,1,in,980146932621369344,1757479664598269978,MantanCrossBoy,https://twitter.com/MantanCrossBoy/status/1757479664598269978,{},netral
117,117,117,117,Tue Feb 13 18:53:16 +0000 2024,1757478060264501519,momen nyoblos milu presiden gue ke- biasa bodo baru kali benar was was wkwk,0,0,0,0,in,44642012,1757478060264501519,intanshahnaz,https://twitter.com/intanshahnaz/status/1757478060264501519,{},marah
118,118,118,118,Tue Feb 13 18:52:50 +0000 2024,1757477949161488464,awalawal milu gua punya pilih kasihan jadi capres lebih kli pengin tau kalo jadi presiden beliau bakal kapai aja sama lihat latar belakang tentara jadi percaya kalo beliau tegas beliau ketua partai kan,0,1,0,0,in,1330907348655775754,1757477949161488464,hazelnyttt,https://twitter.com/hazelnyttt/status/1757477949161488464,{},netral
119,119,119,119,Tue Feb 13 18:49:21 +0000 2024,1757477074460455317,juang amin tinggal selang lg jelang milu hari rabu moga doa pr kiaimasyayikhamp slrh rakyat paslon optimis mjd presiden amp wapres mjdi kenyataanamin,0,0,0,0,in,922294572213878784,1757477074460455317,ahmadsyaeannur2,https://twitter.com/ahmadsyaeannur2/status/1757477074460455317,{},senang
120,120,120,120,Tue Feb 13 18:45:23 +0000 2024,1757476075104608660,pertama kali rasa anxious hasil milu asli bayang tbtb tuh calon menang te- revisi uu masa jabat presiden tahun ajg te- pajak kendara bensin naik makan siang gratis tambah pajak pph jadi pengin sekali aku teriak kontol,0,0,0,0,in,859368554,1757476075104608660,audyvalentino,https://twitter.com/audyvalentino/status/1757476075104608660,{},marah
121,121,121,121,Tue Feb 13 18:43:11 +0000 2024,1757475523310366889,bimbang bukan soal pilih milu presiden,0,0,0,0,in,292294399,1757475523310366889,aldiniawan,https://twitter.com/aldiniawan/status/1757475523310366889,{},marah
122,122,122,122,Tue Feb 13 18:39:11 +0000 2024,1757474516375322686,kaum fasis tuduh gin kontra rezim tuduh pro asing n enggak nasionalis lawak kali kalo enggak percaya demokrasi enggak usah milu angkat prabowo langsung jadi presiden bawabawa us benar wajah gembira berurai air mata wajah gembira berurai air mata,0,1,0,0,in,124441027,1757455389690671252,spidey8055,https://twitter.com/spidey8055/status/1757474516375322686,{},senang
123,123,123,123,Tue Feb 13 18:38:26 +0000 2024,1757474326008447303,jelang milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden,0,0,0,1,in,1668858799334264833,1757474326008447303,MusthofaRo48773,https://twitter.com/MusthofaRo48773/status/1757474326008447303,{},takut
124,124,124,124,Tue Feb 13 18:37:28 +0000 2024,1757474082147512641,milu bikin gue deg deg an sama hasil bawa buruk lama proses milu presiden sama ytta,0,1,0,1,in,1277878382684827649,1757474082147512641,laksmasatya,https://twitter.com/laksmasatya/status/1757474082147512641,{},senang
125,125,125,125,Tue Feb 13 18:35:51 +0000 2024,1757473676042416182,rasa luar harap nya milu tunda chaos-uh atas nama demokrasi perintah bubar tinggal presiden give away muncul hahahaha,0,0,0,0,in,2882275784,1757320098606731759,snjayajonggrang,https://twitter.com/snjayajonggrang/status/1757473676042416182,{},senang
126,126,126,126,Tue Feb 13 18:34:29 +0000 2024,1757473333883679127,hujan serta geluduk super duper kencang wakil asa sekarang buat hasil milu presiden besok,0,0,0,0,in,1249668807653654529,1757473333883679127,herseysgang,https://twitter.com/herseysgang/status/1757473333883679127,{},takut
128,128,128,128,Tue Feb 13 18:31:07 +0000 2024,1757472486869057823,bismillah kalo pak anies rasyid baswedan pak muhaimin iskandar menang milu jadi presiden indonesia aku kasih snack anak kecil lewat depan rumah ku waktu lebaran h,0,1,0,0,in,1622152355998482433,1757472486869057823,rawrrcurry,https://twitter.com/rawrrcurry/status/1757472486869057823,{},takut
129,129,129,129,Tue Feb 13 18:25:32 +0000 2024,1757471081252929929,guys hari milu aku cuma mau ingetin mana kalian guna hak pilih suara mu vote presiden serta jajar suara kalian sangat harga seluruh lapis masyarakat indonesia - thn depan rantau jangan golput wajah memelas melipat tangan,0,0,0,0,in,1244148792795885568,1757471081252929929,jjongnananpiejs,https://twitter.com/jjongnananpiejs/status/1757471081252929929,{},marah
130,130,130,130,Tue Feb 13 18:21:59 +0000 2024,1757470188440535547,menang twitter land tertawa terbahak-bahak tertawa terbahak-bahak fakta lapang milu luar negeri dasar exit poll no arti no jadi presiden hayalan alias presiden medsos suruh elon musk mundur jadi anies presiden twitter tertawa terbahak-bahak,0,0,0,0,in,921950590308986880,1757252534660645164,kezia_stal,https://twitter.com/kezia_stal/status/1757470188440535547,{},senang
131,131,131,131,Tue Feb 13 18:21:27 +0000 2024,1757470051110989978,enggak pernah se-deg-deg-an nanti hari milu wajah kelelahan moga allah pilih pimpin baik enggak cuma presiden wapresnya tingkat dpr dpd dprd nya amin tangan diangkat dan dirapatkan bersama warna kulit cerah,0,0,0,0,in,40884541,1757470051110989978,balerinaa,https://twitter.com/balerinaa/status/1757470051110989978,{},takut
132,132,132,132,Tue Feb 13 18:21:15 +0000 2024,1757470002226282649,bismillahirrahmanirrahim malam hujan allah lancar presiden indonesia calon no menang milu amin,0,0,0,0,in,1268543113309630464,1757470002226282649,pandorlynfilia,https://twitter.com/pandorlynfilia/status/1757470002226282649,{},marah
133,133,133,133,Tue Feb 13 18:16:42 +0000 2024,1757468855700795444,legacy presiden milu kisruh,0,1,0,2,in,175442007,1757468855700795444,ecosocrights,https://twitter.com/ecosocrights/status/1757468855700795444,{},takut
134,134,134,134,Tue Feb 13 18:14:52 +0000 2024,1757468396055409133,jangan lupa besok februari milu presiden coblos nomor ganjar pranowo enggak sabar sip,0,0,0,0,in,1719706930317234176,1757468396055409133,Ratnajuwita1296,https://twitter.com/Ratnajuwita1296/status/1757468396055409133,{},senang
135,135,135,135,Tue Feb 13 18:09:44 +0000 2024,1757467105216409822,bakal jadi kali tiga aku ikut milu presiden yes i m old pertama kali aku lumayan nervous kemarin ikut ketawa lihat konten jokes putar milu but deep down i m scared because that paslon will most likely win god please don t let them wajah menangis keras,0,1,0,0,in,1445054409541505034,1757467105216409822,peachamericano,https://twitter.com/peachamericano/status/1757467105216409822,{},senang
136,136,136,136,Tue Feb 13 18:07:16 +0000 2024,1757466481556865134,me besok zq libur mertua hah libur apa me milu mertua tertawa bingung beda negara demokrasi pilih presiden sendiri kayak takjub wow rakyat pilih haha akhir kata pilih isyarat kemenangan selamat bobok terima debat wajah memberikan ciuman jauh,0,0,0,0,in,43652558,1757466481556865134,fiyoza,https://twitter.com/fiyoza/status/1757466481556865134,{},senang
137,137,137,137,Tue Feb 13 18:06:24 +0000 2024,1757466265390825813,presiden gagal cipta milu damai,0,0,0,0,in,272396950,1757412957892513973,ringotorus,https://twitter.com/ringotorus/status/1757466265390825813,{},marah
138,138,138,138,Tue Feb 13 18:06:07 +0000 2024,1757466194658177251,habis milu mau jual foto presiden baru buat sekolah-sekolah,0,1,0,8,in,432424038,1757466194658177251,mhwnk_,https://twitter.com/mhwnk_/status/1757466194658177251,{},takut
139,139,139,139,Tue Feb 13 18:04:50 +0000 2024,1757465873139610058,naik bansos janggal masa milu bahkan lebih angka bansos covid tanya dilebeli bansos presiden waduhh,0,0,0,1,in,1729534895595397120,1756937746122514482,reksasentana_,https://twitter.com/reksasentana_/status/1757465873139610058,{},senang
140,140,140,140,Tue Feb 13 18:02:39 +0000 2024,1757465322741973011,btw jangan terlalu lena sama milu besok februari ruu dkj isi bakal bikin gubernur dki jakarta wakil pilih presiden ancam sah,2064,523,10203,22084,in,107602166,1757465322741973011,Dongoevsky,https://twitter.com/Dongoevsky/status/1757465322741973011,{},marah
141,141,141,141,Tue Feb 13 17:58:43 +0000 2024,1757464333074972788,jelang milu gelar besok rabu februari pasang anies-gus imin amin optimis menang pilih presiden wakil presiden lebih kampanye akhir jakarta internasional stadium jis,0,0,0,0,in,1084736264002142209,1757464333074972788,SuwandiYandi,https://twitter.com/SuwandiYandi/status/1757464333074972788,{},senang
